City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
282,Udalguri,IN,2022-05-13 21:54:22,26.7667,92.1333,72.7,95,75,4.21
283,Praia Da Vitoria,PT,2022-05-13 21:54:23,38.7333,-27.0667,58.75,100,40,4.45
284,Kununurra,AU,2022-05-13 21:54:24,-15.7667,128.7333,67.98,94,15,0.0
285,Sakakah,SA,2022-05-13 21:54:25,29.9697,40.2064,78.37,19,0,8.37
286,Te Anau,NZ,2022-05-13 21:54:26,-45.4167,167.7167,53.82,92,100,1.32
287,Privas,FR,2022-05-13 21:54:26,44.5833,4.5,65.23,92,42,4.21
288,Zainsk,RU,2022-05-13 21:54:27,55.3195,52.0694,47.39,96,98,7.92
289,Salinopolis,BR,2022-05-13 21:54:28,-0.6136,-47.3561,79.93,84,60,9.26
290,Chiojdeni,RO,2022-05-13 21:54:29,45.55,26.8667,58.64,84,75,5.59
291,Shingu,JP,2022-05-13 21:54:30,33.7333,135.9833,68.81,97,100,6.44
292,College,US,2022-05-13 21:54:31,64.8569,-147.8028,46.99,71,75,5.75
293,Natal,BR,2022-05-13 21:52:49,-5.795,-35.2094,79.02,94,0,17.27
294,Arraial Do Cabo,BR,2022-05-13 21:54:32,-22.9661,-42.0278,73.36,73,40,5.75
295,Soissons,FR,2022-05-13 21:54:33,49.3333,3.3333,48.83,89,14,3.87
296,Tura,IN,2022-05-13 21:54:34,25.5198,90.2201,70.79,99,40,4.74
297,Suez,EG,2022-05-13 21:54:21,29.9737,32.5263,71.26,42,7,13.6
298,Nichinan,JP,2022-05-13 21:53:54,31.6,131.3667,69.48,93,100,4.92
299,Luanda,AO,2022-05-13 21:54:35,-8.8368,13.2343,77.0,88,20,9.22
300,Tacoronte,ES,2022-05-13 21:54:36,28.4769,-16.4102,63.16,87,20,3.44
301,Honningsvag,NO,2022-05-13 21:54:37,70.9821,25.9704,35.35,80,100,10.36
302,Port Hardy,CA,2022-05-13 21:54:37,50.6996,-127.4199,50.18,66,75,3.44
303,Hofn,IS,2022-05-13 21:54:38,64.2539,-15.2082,39.31,57,95,9.86
304,Malanje,AO,2022-05-13 21:54:38,-9.5402,16.341,70.38,67,94,4.09
305,Chokurdakh,RU,2022-05-13 21:53:55,70.6333,147.9167,16.66,88,100,6.33
306,Jinchang,CN,2022-05-13 21:54:39,38.4953,102.1739,41.92,78,89,2.08
307,Jieshi,CN,2022-05-13 21:54:39,22.8134,115.8257,74.95,97,100,10.42
308,Victoria,HK,2022-05-13 21:51:50,22.2855,114.1577,77.95,96,93,4.0
309,Sur,OM,2022-05-13 21:54:40,22.5667,59.5289,90.63,31,2,15.93
310,Talcahuano,CL,2022-05-13 21:54:41,-36.7167,-73.1167,58.68,63,0,12.66
311,Kolondieba,ML,2022-05-13 21:54:42,11.0882,-6.8926,90.5,36,81,4.65
312,Fuzhou,CN,2022-05-13 21:54:43,26.0614,119.3061,64.29,98,100,3.8
313,Mandalgovi,MN,2022-05-13 21:54:44,45.7625,106.2708,38.91,44,1,9.57
314,Lerwick,GB,2022-05-13 21:54:44,60.1545,-1.1494,46.4,77,16,16.06
315,Athabasca,CA,2022-05-13 21:54:45,54.7169,-113.2854,57.61,51,100,16.4
316,Sisimiut,GL,2022-05-13 21:54:45,66.9395,-53.6735,25.03,75,100,9.04
317,Nova Olimpia,BR,2022-05-13 21:54:46,-14.7972,-57.2881,83.44,49,36,1.9
318,Gigmoto,PH,2022-05-13 21:54:46,13.7796,124.39,79.75,87,100,7.63
319,Birnin Kebbi,NG,2022-05-13 21:54:47,12.4539,4.1975,90.41,40,29,5.73
320,Bam,IR,2022-05-13 21:54:47,29.106,58.357,76.32,18,0,14.05
321,Pychas,RU,2022-05-13 21:54:48,56.5033,52.4409,45.03,94,100,5.95
322,Wad Rawah,SD,2022-05-13 21:54:49,15.1603,33.1397,95.59,17,0,5.95
323,Numan,NG,2022-05-13 21:54:49,9.4667,12.0333,81.36,65,100,6.6
324,Ossora,RU,2022-05-13 21:55:50,59.2353,163.0719,34.48,100,100,4.16
325,Muhos,FI,2022-05-13 21:55:51,64.808,25.9931,42.58,85,1,3.58
326,Tiznit,MA,2022-05-13 21:55:51,29.5833,-9.5,69.13,53,77,5.23
327,Tateyama,JP,2022-05-13 21:55:53,34.9833,139.8667,70.11,94,75,9.22
328,Formosa,AR,2022-05-13 21:55:54,-26.1775,-58.1781,71.58,73,0,3.44
329,Northam,GB,2022-05-13 21:55:55,51.0333,-4.2167,53.62,91,46,8.93
330,Mackay,AU,2022-05-13 21:55:55,-21.15,149.2,73.69,86,7,5.46
331,Jiancheng,CN,2022-05-13 21:55:56,30.391,104.5491,54.81,91,100,25.12
332,La Mira,MX,2022-05-13 21:55:58,18.035,-102.3266,88.81,51,100,12.91
333,Katete,UG,2022-05-13 21:55:58,-0.7818,29.7544,59.76,93,65,4.0
334,Dimona,IL,2022-05-13 21:56:00,31.0667,35.0333,74.55,26,5,5.57
335,Tukan,RU,2022-05-13 21:56:01,53.8409,57.4552,43.54,98,100,9.24
336,Itarema,BR,2022-05-13 21:56:02,-2.9248,-39.9167,78.21,87,100,12.84
337,Yeniseysk,RU,2022-05-13 21:56:03,58.4497,92.1703,46.83,75,30,4.09
338,Copiapo,CL,2022-05-13 21:56:04,-27.3667,-70.3333,58.69,47,0,4.68
339,Mantua,IT,2022-05-13 21:56:05,45.1667,10.7833,68.05,49,85,3.0
340,Panjab,AF,2022-05-13 21:56:06,34.388,67.0233,53.2,40,2,3.22
341,Wasilla,US,2022-05-13 21:56:06,61.5814,-149.4394,49.66,67,100,3.0
342,Nezhinka,RU,2022-05-13 21:56:07,51.7676,55.3694,53.76,94,100,13.42
343,Petropavlovsk-Kamchatskiy,RU,2022-05-13 21:56:09,53.0452,158.6483,39.79,100,100,13.42
344,Carman,CA,2022-05-13 21:52:14,49.4992,-98.0016,55.49,62,100,31.07
345,Saint-Pierre,RE,2022-05-13 21:56:10,-21.3393,55.4781,69.91,56,0,8.05
346,Ponca City,US,2022-05-13 21:53:48,36.707,-97.0856,84.22,60,31,1.01
347,Nizhniy Kuranakh,RU,2022-05-13 21:56:11,58.8353,125.4869,36.66,98,100,7.4
348,Flin Flon,CA,2022-05-13 21:56:11,54.7682,-101.865,37.24,93,100,20.71
349,Yarada,IN,2022-05-13 21:56:12,17.65,83.2667,84.52,84,40,4.61
350,Polewali,ID,2022-05-13 21:56:12,-3.4324,119.3435,77.32,89,99,3.36
351,Tretten,NO,2022-05-13 21:56:13,61.3142,10.3007,44.24,77,100,2.75
352,West Wendover,US,2022-05-13 21:56:13,40.7391,-114.0733,67.01,17,92,7.56
353,Gizo,SB,2022-05-13 21:54:26,-8.103,156.8419,82.72,69,16,3.36
354,Kindu,CD,2022-05-13 21:56:14,-2.95,25.95,74.88,76,89,1.59
355,Talnakh,RU,2022-05-13 21:52:36,69.4865,88.3972,38.21,99,100,6.33
356,Buala,SB,2022-05-13 21:56:15,-8.145,159.5921,82.78,76,15,2.21
357,Adrar,MR,2022-05-13 21:55:23,20.5022,-10.0711,90.97,10,66,7.81
358,Lahuachaca,BO,2022-05-13 21:56:16,-17.3667,-67.6667,50.72,46,73,7.09
359,Nago,JP,2022-05-13 21:56:16,26.5881,127.9761,75.45,93,100,9.01
360,Newport,GB,2022-05-13 21:56:17,51.5877,-2.9984,55.26,84,11,9.84
361,Zalesovo,RU,2022-05-13 21:56:17,53.9939,84.7431,53.71,49,4,2.68
362,Dudinka,RU,2022-05-13 21:56:17,69.4058,86.1778,38.62,100,100,8.79
363,San Cristobal,VE,2022-05-13 21:55:03,7.7669,-72.225,77.18,72,91,5.23
364,Dawei,MM,2022-05-13 21:56:18,14.0833,98.2,75.88,93,51,2.98
365,Longyearbyen,SJ,2022-05-13 21:56:19,78.2186,15.6401,22.84,63,0,9.22
366,San Pedro,PH,2022-05-13 21:52:57,14.35,121.0167,83.43,84,40,1.14
367,Nikolayevsk-Na-Amure,RU,2022-05-13 21:56:19,53.1406,140.73,43.45,89,86,2.33
368,Kargasok,RU,2022-05-13 21:56:20,59.0556,80.8572,52.97,48,30,7.54
369,Gornopravdinsk,RU,2022-05-13 21:56:20,60.05,69.9,53.04,71,97,9.64
370,Rajapur,IN,2022-05-13 21:56:21,25.3833,81.15,92.34,13,4,5.77
371,San Luis,AR,2022-05-13 21:56:21,-33.295,-66.3356,56.44,77,93,8.1
372,Vardo,NO,2022-05-13 21:57:22,70.3705,31.1107,30.18,86,46,11.5
373,Yerbogachen,RU,2022-05-13 21:57:22,61.2767,108.0108,41.11,86,98,3.91
374,Bom Jesus,BR,2022-05-13 21:57:23,-9.0744,-44.3586,87.1,39,98,3.24
375,Yorosso,ML,2022-05-13 21:57:23,12.3536,-4.7761,94.89,21,29,5.35
376,Hovd,MN,2022-05-13 21:57:24,48.0056,91.6419,45.9,41,0,2.57
377,Killybegs,IE,2022-05-13 21:57:24,54.6333,-8.45,50.67,90,88,11.41
378,Lagoa,PT,2022-05-13 21:53:39,39.05,-27.9833,59.5,78,100,1.86
379,Kaspiysk,RU,2022-05-13 21:57:25,42.8816,47.6392,50.18,87,2,4.47
380,Naliya,IN,2022-05-13 21:57:25,23.2667,68.8333,82.22,79,19,14.65
381,Mujiayingzi,CN,2022-05-13 21:57:26,42.1167,118.7833,40.05,49,1,12.24
382,Ajaccio,FR,2022-05-13 21:56:15,42.0,8.9167,55.45,72,0,6.91
383,Camacha,PT,2022-05-13 21:57:27,33.0833,-16.3333,63.82,82,75,4.61
384,Mount Isa,AU,2022-05-13 21:57:27,-20.7333,139.5,51.57,100,0,0.0
385,Muros,ES,2022-05-13 21:57:27,42.7762,-9.0603,62.83,77,100,4.72
386,Palestina,PS,2022-05-13 21:57:28,31.9216,35.2033,72.93,34,3,1.5
387,Oksfjord,NO,2022-05-13 21:57:28,70.2396,22.3479,37.47,90,88,2.3
388,Lehi,US,2022-05-13 21:56:25,40.3916,-111.8508,68.86,27,59,10.0
389,Narsaq,GL,2022-05-13 21:57:29,60.9167,-46.05,32.54,77,83,6.85
390,Fasa,IR,2022-05-13 21:57:30,28.9383,53.6482,63.64,15,0,4.61
391,Riyadh,SA,2022-05-13 21:57:30,24.6877,46.7219,78.94,17,0,11.03
392,Tecoanapa,MX,2022-05-13 21:55:28,16.5167,-98.75,88.39,59,100,11.77
393,Bluefield,US,2022-05-13 21:57:31,37.2698,-81.2223,69.66,74,100,4.0
394,Vila Velha,BR,2022-05-13 21:57:05,-20.3297,-40.2925,76.95,73,40,6.91
395,Coahuayana,MX,2022-05-13 21:57:32,18.7333,-103.6833,91.44,41,100,8.77
396,Catia La Mar,VE,2022-05-13 21:57:33,10.6038,-67.0303,82.6,83,40,4.61
397,Olafsvik,IS,2022-05-13 21:57:33,64.8945,-23.7142,34.52,67,70,17.11
398,Niono,ML,2022-05-13 21:57:34,14.2526,-5.993,93.29,8,0,9.8
399,Motygino,RU,2022-05-13 21:57:34,58.1831,94.7592,46.72,70,73,3.56
400,Slavsk,RU,2022-05-13 21:57:35,55.0425,21.677,42.93,94,18,7.45
401,Havoysund,NO,2022-05-13 21:57:35,70.9963,24.6622,35.83,79,98,13.24
402,Tessalit,ML,2022-05-13 21:57:36,20.1986,1.0114,86.29,8,4,13.0
403,Pangnirtung,CA,2022-05-13 21:57:36,66.1451,-65.7125,21.2,73,75,10.36
404,Puerto Del Rosario,ES,2022-05-13 21:57:37,28.5004,-13.8627,69.55,73,0,1.14
405,Vydrino,RU,2022-05-13 21:57:38,51.485,104.8461,43.63,60,16,6.64
406,Havelock,US,2022-05-13 21:57:38,34.8791,-76.9013,78.03,81,75,3.0
407,Parksville,CA,2022-05-13 21:53:27,49.3163,-124.3195,52.59,77,96,19.57
408,Kindersley,CA,2022-05-13 21:57:39,51.4668,-109.1682,50.02,62,100,20.71
409,Ixtapa,MX,2022-05-13 21:57:39,20.7,-105.2,90.72,40,100,7.96
410,North Platte,US,2022-05-13 21:57:30,41.1239,-100.7654,76.12,23,24,25.99
411,Belmonte,BR,2022-05-13 21:57:40,-15.8631,-38.8828,76.12,80,7,6.98
412,Kiama,AU,2022-05-13 21:57:41,-34.6833,150.8667,65.57,95,19,3.0
413,Dingle,PH,2022-05-13 21:57:41,10.9995,122.6711,78.26,86,94,1.86
414,Sinnamary,GF,2022-05-13 21:57:42,5.3833,-52.95,78.75,85,15,11.14
415,Veere,NL,2022-05-13 21:57:42,51.5483,3.6667,56.98,77,82,16.11
416,Dabat,ET,2022-05-13 21:58:43,12.9842,37.765,64.65,41,0,2.77
417,Manokwari,ID,2022-05-13 21:58:43,-0.8667,134.0833,80.33,75,96,3.96
418,Tirumullaivasal,IN,2022-05-13 21:58:44,11.2333,79.8333,80.28,81,93,11.83
419,Monaragala,LK,2022-05-13 21:58:44,6.8714,81.3487,77.22,85,98,6.87
420,La Ronge,CA,2022-05-13 21:55:54,55.1001,-105.2842,46.65,49,100,13.8
421,Obo,CF,2022-05-13 21:58:45,5.3998,26.4869,69.13,90,100,4.74
422,Sao Jose Do Rio Pardo,BR,2022-05-13 21:58:46,-21.5956,-46.8886,64.51,67,0,3.76
423,Salima,MW,2022-05-13 21:58:46,-13.7804,34.4587,63.05,66,0,3.71
424,Samana,DO,2022-05-13 21:58:47,19.2056,-69.3369,84.42,74,75,9.22
425,Kearney,US,2022-05-13 21:55:35,40.6995,-99.0815,77.58,28,0,9.22
426,Qasigiannguit,GL,2022-05-13 21:58:47,68.8193,-51.1922,24.6,87,99,4.09
427,Santa Rosa,PH,2022-05-13 21:57:24,14.3122,121.1114,84.18,84,61,2.28
428,Winslow,US,2022-05-13 21:58:48,35.0242,-110.6974,79.02,6,0,5.97
429,Mafra,BR,2022-05-13 21:58:48,-26.1114,-49.8053,55.29,95,0,2.66
430,Nhamunda,BR,2022-05-13 21:58:49,-2.1861,-56.7131,77.58,93,95,1.54
431,Hasaki,JP,2022-05-13 21:58:49,35.7333,140.8333,68.4,90,100,29.08
432,Puerto Madryn,AR,2022-05-13 21:58:50,-42.7692,-65.0385,54.36,36,7,18.43
433,Alofi,NU,2022-05-13 21:58:50,-19.0595,-169.9187,78.69,61,100,10.36
434,Ostrovnoy,RU,2022-05-13 21:58:51,68.0531,39.5131,39.25,92,100,6.62
435,Anadyr,RU,2022-05-13 21:58:51,64.75,177.4833,45.1,61,0,13.42
436,Peddapalli,IN,2022-05-13 21:58:52,18.6167,79.3667,89.02,52,36,11.41
437,Balkanabat,TM,2022-05-13 21:58:53,39.5108,54.3671,64.53,53,8,4.68
438,Kousseri,CM,2022-05-13 21:58:53,12.0769,15.0306,93.16,38,75,13.8
439,Liku,ID,2022-05-13 21:58:54,-0.7275,119.8922,76.87,92,100,3.24
440,Meaux,FR,2022-05-13 21:58:54,48.9167,3.0,58.77,83,46,4.54
441,Vanavara,RU,2022-05-13 21:58:55,60.34,102.2797,47.14,80,100,0.83
442,Rio Gallegos,AR,2022-05-13 21:58:55,-51.6226,-69.2181,44.65,81,75,4.61
443,Volnoye,UA,2022-05-13 21:58:55,47.6365,34.8139,59.77,85,100,1.83
444,Prieska,ZA,2022-05-13 21:58:56,-29.6641,22.7474,55.99,22,61,3.58
445,Srednekolymsk,RU,2022-05-13 21:55:04,67.45,153.6833,39.45,74,71,3.74
446,El Dorado,US,2022-05-13 21:58:57,38.7666,-120.5177,73.63,33,10,3.0
447,Ken Caryl,US,2022-05-13 21:58:57,39.5773,-105.1169,79.38,8,26,10.0
448,Yenagoa,NG,2022-05-13 21:58:58,4.9247,6.2642,77.56,92,51,4.61
449,Malinovoye Ozero,RU,2022-05-13 21:58:58,51.6753,79.7825,59.47,36,27,2.44
450,Mombetsu,JP,2022-05-13 21:58:59,44.3525,143.3525,52.11,94,100,13.89
451,Dong Hoi,VN,2022-05-13 21:58:59,17.4833,106.6,79.36,89,100,5.19
452,Saint-Michel-Des-Saints,CA,2022-05-13 21:59:00,46.6834,-73.9159,84.94,44,12,9.42
453,Lahij,YE,2022-05-13 21:59:01,13.1667,44.5833,84.38,33,2,4.27
454,Tet,HU,2022-05-13 21:59:01,47.5192,17.508,63.79,94,0,6.91
455,Taoudenni,ML,2022-05-13 21:59:02,22.6783,-3.9836,88.99,10,89,13.85
456,Huayang,CN,2022-05-13 21:59:02,34.4155,109.9939,39.18,83,100,3.89
457,Perry,US,2022-05-13 21:59:03,37.2506,-83.1999,73.58,60,63,5.7
458,Vilyuysk,RU,2022-05-13 22:00:03,63.7553,121.6247,28.02,77,22,10.96
459,Tupik,RU,2022-05-13 22:00:06,54.4253,119.9327,35.96,95,75,2.68
460,Claveria,PH,2022-05-13 22:00:08,18.6074,121.0832,79.63,84,15,4.47
461,Atikokan,CA,2022-05-13 21:55:53,48.7555,-91.6216,73.47,42,47,11.79
462,Aksu,CN,2022-05-13 22:00:09,41.1231,80.2644,62.62,51,100,4.52
463,Komsomolskiy,UZ,2022-05-13 22:00:10,40.4272,71.7189,66.79,62,92,3.15
464,Seinajoki,FI,2022-05-13 22:00:11,62.7945,22.8282,39.97,81,9,4.61
465,Mantsala,FI,2022-05-13 22:00:11,60.6609,25.2838,45.7,71,83,4.65
466,Phan Thiet,VN,2022-05-13 22:00:12,10.9333,108.1,79.03,87,55,3.29
467,Ordzhonikidze,KZ,2022-05-13 22:00:12,52.4411,61.7408,54.73,82,100,16.44
468,Vikulovo,RU,2022-05-13 22:00:13,56.8167,70.6107,53.01,73,77,6.89
469,Galveston,US,2022-05-13 22:00:14,29.3669,-94.9669,91.09,65,7,7.0
470,Mozarlandia,BR,2022-05-13 22:00:14,-14.7447,-50.5706,81.59,42,100,3.53
471,Gorakhpur,IN,2022-05-13 22:00:15,29.45,75.6833,91.33,9,0,2.42
472,Beringovskiy,RU,2022-05-13 22:00:16,63.05,179.3167,36.12,87,100,3.58
473,Kericho,KE,2022-05-13 22:00:16,-0.3677,35.2831,57.0,94,92,2.82
474,Veles,MK,2022-05-13 22:00:17,41.7156,21.7756,64.85,93,31,1.54
475,Coihaique,CL,2022-05-13 22:00:17,-45.5752,-72.0662,43.41,95,86,7.38
476,Isla Vista,US,2022-05-13 22:00:18,34.4133,-119.861,92.3,20,0,4.0
477,Tera,NE,2022-05-13 22:00:18,14.0078,0.7531,98.96,15,34,8.03
478,Cockburn Town,TC,2022-05-13 22:00:19,21.4612,-71.1419,79.05,85,100,23.4
479,Marfino,RU,2022-05-13 22:00:19,55.7028,37.3822,50.34,59,0,11.18
480,Aitape,PG,2022-05-13 22:00:20,-3.1374,142.3475,80.38,78,90,3.6
481,Bestobe,KZ,2022-05-13 22:00:20,52.4994,73.0975,58.6,53,77,7.99
482,Byron Bay,AU,2022-05-13 22:00:21,-28.65,153.6167,67.71,88,99,13.4
483,Bima,ID,2022-05-13 22:00:22,-8.4667,118.7167,76.01,95,62,3.74
484,Zhoucheng,CN,2022-05-13 22:00:23,35.9122,116.3117,56.79,35,100,2.19
485,Muskegon,US,2022-05-13 22:00:23,43.3,-86.1334,86.77,28,0,8.05
486,Cheyenne,US,2022-05-13 22:00:24,41.14,-104.8203,65.23,17,73,24.0
487,Winneba,GH,2022-05-13 22:00:24,5.3511,-0.6231,82.06,85,13,9.75
488,Alamos,MX,2022-05-13 22:00:00,27.0167,-108.9333,99.36,7,3,8.37
489,Tecoman,MX,2022-05-13 22:00:25,18.9167,-103.8833,89.78,45,100,9.8
490,Girvan,GB,2022-05-13 22:00:26,55.2426,-4.8555,51.8,85,99,6.82
491,Vila Franca Do Campo,PT,2022-05-13 22:00:27,37.7167,-25.4333,64.2,89,100,7.85
492,Port Hedland,AU,2022-05-13 21:58:08,-20.3167,118.5667,75.25,100,100,0.0
493,Uruacu,BR,2022-05-13 21:56:57,-14.5247,-49.1408,79.18,42,100,3.4
494,Kyra,RU,2022-05-13 22:00:28,49.5776,111.9753,38.53,61,16,5.3
495,Nuuk,GL,2022-05-13 22:00:28,64.1835,-51.7216,27.21,68,100,2.3
496,Socorro,US,2022-05-13 22:00:29,31.6546,-106.3033,92.41,3,20,9.22
497,Razole,IN,2022-05-13 22:00:29,16.4833,81.8333,80.73,91,19,3.85
498,North Bend,US,2022-05-13 21:56:00,43.4065,-124.2243,56.25,100,100,0.0
499,Daru,PG,2022-05-13 22:00:30,-9.0763,143.2092,81.14,78,41,6.04
500,Novikovo,RU,2022-05-13 22:00:31,51.1537,37.8879,47.79,84,5,7.2
501,Chissamba,AO,2022-05-13 22:00:31,-12.1667,17.3333,63.59,58,15,3.65
502,Aktau,KZ,2022-05-13 22:00:32,43.65,51.2,55.98,70,6,11.48
503,Soyo,AO,2022-05-13 22:00:32,-6.1349,12.3689,76.96,89,25,6.76
504,Spornoye,RU,2022-05-13 22:00:33,50.8448,37.2913,47.17,82,34,8.23
505,Oxelosund,SE,2022-05-13 22:00:34,58.6706,17.1015,48.58,76,0,6.91
506,Yulara,AU,2022-05-13 22:01:34,-25.2406,130.9889,63.25,55,96,5.48
507,Sao Geraldo Do Araguaia,BR,2022-05-13 22:01:35,-6.4006,-48.555,75.72,92,81,1.63
508,Mitsamiouli,KM,2022-05-13 22:01:35,-11.3847,43.2844,78.98,70,1,4.72
509,Araxa,BR,2022-05-13 21:59:27,-19.5933,-46.9406,75.16,53,20,1.14
510,Abu Samrah,SY,2022-05-13 22:01:36,35.3029,37.1841,69.75,40,74,0.58
511,Casas Grandes,MX,2022-05-13 22:01:36,30.3667,-107.95,87.44,3,4,10.16
512,Ouesso,CG,2022-05-13 22:01:37,1.6136,16.0517,74.21,87,76,0.58
513,Pangody,RU,2022-05-13 22:01:38,65.85,74.4859,36.14,96,19,7.94
514,Port Lincoln,AU,2022-05-13 22:01:38,-34.7333,135.8667,62.65,73,41,18.92
515,Miles City,US,2022-05-13 22:01:39,46.4083,-105.8406,64.09,33,75,24.2
516,Dickinson,US,2022-05-13 22:01:39,29.4608,-95.0513,91.15,64,7,11.01
517,Pasighat,IN,2022-05-13 22:01:40,28.0667,95.3333,71.64,95,100,1.3
518,Xining,CN,2022-05-13 22:00:12,36.6167,101.7667,36.45,86,100,3.13
519,Sohbatpur,PK,2022-05-13 22:01:40,28.5202,68.5434,93.74,4,2,5.73
520,Thinadhoo,MV,2022-05-13 22:01:41,0.5333,72.9333,82.96,69,100,9.06
521,Gandhidham,IN,2022-05-13 22:01:41,23.0833,70.1333,82.85,75,19,15.19
522,Luocheng,CN,2022-05-13 22:01:42,29.3848,104.0286,56.21,89,100,12.53
523,Tiksi,RU,2022-05-13 22:01:42,71.6872,128.8694,16.52,87,19,10.11
524,Ocampo,MX,2022-05-13 22:01:43,21.65,-101.5,83.8,10,16,13.35
525,Nelson Bay,AU,2022-05-13 22:01:43,-32.7167,152.15,69.12,95,24,1.99
526,Dire,ML,2022-05-13 22:01:44,12.2833,-10.9667,92.46,21,54,1.63
527,Nanakuli,US,2022-05-13 22:01:44,21.3906,-158.1547,81.45,62,10,10.42
528,Soe,ID,2022-05-13 22:01:45,-9.8607,124.284,65.71,94,82,2.55
529,Solton,RU,2022-05-13 22:01:45,52.8429,86.4787,51.85,57,7,1.7
530,Suoyarvi,RU,2022-05-13 22:01:46,62.0833,32.35,44.1,91,100,7.31
531,Ilulissat,GL,2022-05-13 22:01:46,69.2167,-51.1,24.82,68,75,0.0
532,Shu,KZ,2022-05-13 22:01:47,43.5983,73.7614,57.54,94,97,13.49
533,Eseka,CM,2022-05-13 22:01:48,3.65,10.7667,74.3,100,63,1.88
534,Lovington,US,2022-05-13 22:01:48,32.944,-103.3485,92.32,4,0,3.0
535,Walvis Bay,NA,2022-05-13 22:01:49,-22.9575,14.5053,56.08,67,0,9.37
536,Hervey Bay,AU,2022-05-13 22:01:49,-25.2986,152.8535,71.02,98,68,15.01
537,Kirkland Lake,CA,2022-05-13 22:01:50,48.1446,-80.0377,79.38,43,100,7.34
538,Caledon,ZA,2022-05-13 22:01:50,-34.23,19.4265,57.07,73,61,3.96
539,Immokalee,US,2022-05-13 22:01:52,26.4187,-81.4173,86.95,57,0,9.22
540,Santander,ES,2022-05-13 21:59:19,43.4647,-3.8044,64.31,93,100,4.61
541,Belaya Gora,RU,2022-05-13 22:01:53,68.5333,146.4167,23.54,68,91,16.28
542,The Valley,AI,2022-05-13 22:01:54,18.217,-63.0578,80.1,79,99,20.51
543,Trairi,BR,2022-05-13 22:00:09,-3.2778,-39.2689,78.51,85,100,9.4
544,Buraydah,SA,2022-05-13 22:01:54,26.326,43.975,79.34,16,0,10.4
545,Hualmay,PE,2022-05-13 22:01:55,-11.0964,-77.6139,66.74,79,26,9.4
546,Kyshtovka,RU,2022-05-13 22:01:55,56.555,76.6271,55.24,50,14,6.76
547,Dumabato,PH,2022-05-13 22:01:56,16.3167,121.7,73.99,94,49,1.79
548,West Richland,US,2022-05-13 22:00:03,46.3043,-119.3614,63.57,26,0,8.01
549,Balikpapan,ID,2022-05-13 22:00:26,-1.2675,116.8289,77.99,94,75,5.75
550,Alta Floresta,BR,2022-05-13 22:00:08,-9.8756,-56.0861,79.23,69,92,2.55
551,Roseburg,US,2022-05-13 21:59:11,43.2165,-123.3417,61.18,72,100,2.1
552,Deputatskiy,RU,2022-05-13 22:02:57,69.3,139.9,15.57,74,100,2.75
553,Mama,RU,2022-05-13 22:02:58,58.3106,112.8986,44.78,93,100,3.38
554,Bukama,CD,2022-05-13 22:02:58,-9.2,25.85,71.28,62,81,0.43
555,Kloulklubed,PW,2022-05-13 22:02:59,7.0419,134.2556,83.34,75,100,9.95
556,Guangyuan,CN,2022-05-13 22:02:59,32.442,105.823,50.59,94,100,9.78
557,Kokstad,ZA,2022-05-13 22:03:00,-30.5472,29.4241,48.52,82,6,1.74
558,Flinders,AU,2022-05-13 22:03:00,-34.5833,150.8552,65.37,94,14,4.0
559,Ust-Charyshskaya Pristan,RU,2022-05-13 22:03:01,52.3934,83.6635,56.79,44,0,3.8
560,Banikoara,BJ,2022-05-13 22:03:01,11.2985,2.4386,83.05,62,93,7.9
561,Berlevag,NO,2022-05-13 22:03:02,70.8578,29.0864,35.55,75,75,12.66
562,Palmas,BR,2022-05-13 22:03:02,-10.2128,-48.3603,79.48,61,69,0.4
563,Karasburg,NA,2022-05-13 22:03:03,-28.0167,18.75,55.87,34,100,3.74
564,Opuwo,NA,2022-05-13 22:03:03,-18.0607,13.84,61.05,33,0,2.46
